Cell Index,UMAP X,UMAP Y,"Cell type label (HeLa, 0; NIH3T3, 1)",C10H14N5O7P - AMP,C10H17N3O6S - Glutathione,C11H11ClN2O2 - C11H11ClN2O2,C16H30O2 - 4 possible acid,C18H13NO4 - C18H13NO4,C18H32O2 - Linoleic acid,C18H34O2 - Oleic acid,C18H36O2 - 3 possible FA,C19H37O6P - C19H37O6P,C19H37O7P - C19H37O7P,C19H39O7P - LPA(16:0),C20H30O2 - EPA,C20H32O2 - Arachidonic,C20H34O2 - ETrE,C21H37O6P - CPA(18:2),C21H39O6P - CPA(18:1),C21H39O7P - LPA(18:2),C21H41O6P - C21H41O6P,C21H41O7P - LPA(18:1)/DHAP(18:0),C21H43O7P - LPA(18:0),C21H44NO6P - C21H44NO6P,C21H44NO7P - LPE(16:0),C22H30N2O5 - C22H28N2O5,C22H32O2 - DHA,C22H34O2 - DPA,C23H43O7P - C23H43O7P,C23H46NO7P - LPE(18:1),C23H48NO7P - LPE(18:0),C25H44NO7P - LPE(20:4),C25H50NO7P - LPE(20:1),C27H44NO7P - C27H44NO7P,C27H46NO7P - C27H46NO7P,C27H48NO7P - C27H48NO7P,C27H51O12P - PI(18:1),C27H53O12P - PI(18:0),C29H49O12P - PI(20:4),C30H39N3O7 - C30H39N3O7,C34H68NO6P - C34H68NO6P,C35H67O8P - PA(32:1),C35H69O8P - C35H69O8P,C36H69O8P - PA(33:1),C37H69O8P - PA(34:2),C37H71O8P - PA(34:1),C37H74NO8P - PE(32:0),C38H71O8P - C38H71O8P,C38H73O8P - PA(35:1),C39H69O8P - PA(36:4),C39H71O8P - PA(36:3),C39H73O8P - PA(36:2),C39H74NO8P - PE(34:2),C39H75O8P - C39H75O8P,C39H76NO8P - PE(34:1),C40H76NO10P - PS(34:1),C40H77O10P - PG(34:1),C40H78NO8P - PC(32:1),C41H71O8P - PA(38:4)(2-),C41H73O8P - PA(38:4),C41H74NO7P - C41H74NO7P,C41H74NO8P - PE(36:4),C41H75O8P - C41H75O8P,C41H78NO8P - PE(36:2),C41H80NO8P - PE(36:1),C42H80NO10P - PS(36:1),C42H82NO6P - CerP(d18:1/24:0),C43H73O8P - PA(40:6),C43H75O8P - PA(40:4),C43H76NO7P - PE(38:5),C43H76NO8P - PE(38:5),C43H78NO7P - C43H78NO7P,C43H78NO8P - PE(38:4),C43H79O13P - PI(34:2),C43H81O13P - PI(34:1),C43H82NO8P - PE(38:2),C44H78NO10P - PS(38:4),C44H84NO6P - C44H84NO6P,C45H78NO8P - PE(40:6),C45H79O13P - PI(36:4),C45H80NO8P - PE(40:5),C45H81O13P - PI(36:3),C45H82NO8P - PE(40:4),C47H81O13P - PI(38:5),C47H85O13P - PI(38:3),C5H14NO6P - Glycerylphosphorylethanolamine,C6H11O8P - Inositol cyclic phosphate,C6H13O7P - Mevalonic acid-5P,C6H13O9P - Hexose-phosphate,C6H14NO7P - C6H14NO7P,C9H19O11P - C9H19O11P
353,15.379532,12.494632,0,0,4.77481365203857,9.84758758544921,6.15410566329956,4.77481365203857,0,6.25604724884033,7.57311534881591,6.77273321151733,0,5.21188688278198,0,6.37451076507568,0,0,6.62870216369628,0,6.62383651733398,6.11757564544677,4.93067121505737,0,0,0,5.05782651901245,0,0,5.06391906738281,6.22065448760986,0,0,0,0,0,0,5.99139499664306,5.05197620391845,0,0,0,6.13408088684082,0,0,6.38281059265136,0,0,0,0,0,5.17124652862548,0,0,4.94435453414917,0,0,0,4.98322916030883,0,0,0,0,4.9485650062561,6.43526268005371,0,0,0,0,5.05384683609008,5.28979396820068,0,6.32624769210815,0,0,0,0,0,0,0,5.48096799850463,0,0,6.227388381958,0,6.63967657089233,7.39624261856079,0,6.95834398269653,6.09442520141601,5.35393381118774
354,11.79478,12.483946,1,4.65598201751709,4.27231121063232,9.85655784606933,6.09221458435058,0,0,6.73543500900268,6.83110570907592,6.81758213043212,0,4.91086292266845,0,6.36635160446167,0,0,6.37176132202148,0,6.50471544265747,6.00075387954711,4.96806001663208,0,4.44368648529052,0,4.5647850036621,0,0,5.47810506820678,5.71364450454711,4.9899730682373,0,0,0,0,0,5.68998670578002,0,0,4.70812559127807,5.91038179397583,0,0,4.67594385147094,6.15373229980468,5.66583395004272,0,0,0,0,6.04500865936279,0,4.55435132980346,5.77171325683593,0,4.79418182373046,0,0,0,0,0,0,5.06438064575195,6.18793725967407,0,0,4.47064733505249,0,0,0,0,6.06728458404541,0,6.00129508972168,0,4.49892377853393,0,0,0,0,0,0,0,0,6.96637535095214,7.78198814392089,5.9606237411499,6.80182123184204,5.96991491317749,4.44440507888793
355,5.6133556,9.118532,1,4.5608205795288,4.13932085037231,9.55838203430175,5.93102502822876,4.13932085037231,5.52599287033081,7.35899972915649,6.9688491821289,6.64307594299316,0,4.9811143875122,4.77211284637451,6.93270587921142,0,4.49357366561889,6.58902978897094,0,6.45466375350952,6.30757761001586,4.96195554733276,0,4.93980264663696,0,0,4.78530550003051,5.5546531677246,5.94724369049072,5.80222797393798,5.61248588562011,5.47628736495971,4.66764879226684,4.74409770965576,4.71607542037963,4.53417015075683,5.89833116531372,4.48008728027343,0,4.62392902374267,5.58434581756591,0,0,5.0796194076538,6.27248048782348,4.44938135147094,0,0,0,0,6.31936120986938,0,4.60018873214721,6.32696151733398,0,4.5225133895874,0,4.40314102172851,4.42525768280029,4.7346396446228,0,0,6.15460538864135,6.15445137023925,4.60716819763183,0,0,0,0,4.98088407516479,0,6.16172075271606,0,6.26679182052612,5.56466770172119,4.77080011367797,4.73461818695068,0,4.58753633499145,0,0,0,6.35672426223754,4.44053125381469,6.90562391281127,7.73302221298217,0,7.0433874130249,4.40525245666503,4.83640241622924
356,12.982955,13.347602,1,0,0,9.50183963775634,5.54357528686523,0,4.90219831466674,7.27688694000244,7.22104549407959,7.15329647064209,0,5.31121921539306,0,6.73368120193481,0,0,7.09387111663818,5.2597918510437,6.79073667526245,6.40295124053955,5.25029706954956,0,5.02421617507934,0,5.12006950378418,0,0,5.45964813232421,6.61894512176513,5.56073236465454,6.14331483840942,5.14545726776123,0,0,5.00613355636596,6.72983789443969,0,0,0,0,0,0,0,6.33622550964355,0,0,0,0,0,5.14226531982421,0,5.2472972869873,0,0,0,0,0,0,4.79245471954345,0,0,6.28019714355468,6.83140039443969,0,0,0,0,5.31982278823852,0,5.14971828460693,6.0797004699707,0,6.27404165267944,5.27487850189209,0,0,5.2320704460144,0,0,0,5.15799188613891,0,0,6.95600986480712,7.97321462631225,5.20406627655029,7.04553127288818,5.23631477355957,5.29709672927856
357,3.418039,-0.45250013,0,4.44799900054931,4.00157022476196,9.09650707244873,6.07040214538574,4.00157022476196,0,6.81979799270629,7.24389457702636,6.60261344909668,4.25209379196167,5.9085636138916,0,6.81099224090576,0,4.05804681777954,6.25972270965576,0,6.75353193283081,5.89159679412841,5.91139698028564,4.33336591720581,4.28419828414917,0,5.21534633636474,6.02449655532836,0,5.53984546661376,6.34482526779174,5.52377605438232,5.45653343200683,0,4.28929758071899,5.59038066864013,4.50852823257446,7.25121402740478,5.33871126174926,4.44027376174926,6.33460617065429,5.40811586380004,5.7786226272583,0,5.73788499832153,6.65147924423217,0,0,5.28184080123901,4.11927700042724,4.45276165008544,6.20760297775268,0,5.14891195297241,5.70014476776123,0,5.19132661819458,3.83723950386047,5.49173259735107,5.7681131362915,4.49128484725952,4.25062179565429,0,5.24962902069091,6.77135181427001,5.18058443069458,4.1951732635498,5.19239139556884,5.64988851547241,5.6758131980896,5.85315179824829,4.1829605102539,6.86525774002075,0,0,5.1195912361145,5.1222538948059,0,5.27788639068603,5.21765041351318,5.61329126358032,0,4.499840259552,6.70499849319458,0,6.37011098861694,7.84791755676269,4.35043621063232,7.28556156158447,5.17741537094116,5.79970932006835
358,10.335102,12.39027,1,0,4.98156929016113,9.80426216125488,6.3644962310791,4.98156929016113,5.05122232437133,6.84669876098632,7.25357961654663,6.86084175109863,4.42414236068725,6.48023033142089,0,6.12693357467651,0,4.40862607955932,6.43395042419433,0,6.68744802474975,5.99342966079711,5.69652509689331,0,5.02284908294677,0,4.71724414825439,0,0,4.86649942398071,5.96666479110717,6.02987718582153,5.10314273834228,0,0,0,0,6.22045803070068,0,0,0,0,0,4.65900897979736,4.78826522827148,6.16737031936645,4.87495470046997,0,5.0393099784851,0,0,6.41033506393432,0,4.8884859085083,0,0,4.61318349838256,0,0,0,0,0,0,5.13630867004394,6.55918025970459,0,0,0,0,0,4.95844554901123,0,5.98265981674194,0,4.90586328506469,0,4.75584602355957,0,0,0,0,0,0,0,0,6.72069978713989,7.54567718505859,4.97396278381347,6.92189645767211,4.29981184005737,4.53255081176757
359,15.835415,11.786949,1,0,0,9.79654026031494,5.34034061431884,0,0,7.08623075485229,7.3759536743164,7.5411033630371,0,5.42309284210205,0,5.36249160766601,0,0,6.25382614135742,0,7.16953706741333,5.08065176010131,5.29147148132324,0,0,0,0,5.24348831176757,4.88751602172851,0,6.13308095932006,5.18022680282592,4.75832653045654,0,0,0,0,5.89449834823608,0,0,6.29177904129028,5.39269495010376,6.09915590286254,0,0,6.72395849227905,4.97565412521362,0,0,0,0,6.42817306518554,0,0,5.22073125839233,0,0,0,0,0,0,0,0,5.02374553680419,6.48855638504028,4.87172079086303,0,0,0,0,0,0,5.92685461044311,0,0,4.69113111495971,0,0,0,0,0,0,0,0,0,6.76920652389526,7.41834449768066,5.25190544128418,6.75067138671875,5.33778238296508,4.88527297973632
360,19.381014,14.095301,1,0,0,9.96606063842773,0,0,0,5.75068187713623,7.55581140518188,7.05505800247192,0,5.52848243713378,0,5.54997777938842,0,0,5.77324056625366,0,7.03511524200439,5.43082046508789,5.42334127426147,0,0,0,0,0,0,0,6.50084543228149,0,5.16500329971313,0,5.20581436157226,0,0,5.7188925743103,0,0,0,0,0,0,0,5.65292263031005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10167694091796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36304378509521,8.05799484252929,0,7.2477798461914,5.38513708114624,0
361,4.2837453,10.375441,1,5.30200862884521,4.04017639160156,9.59794330596923,5.75205326080322,4.04017639160156,3.86473751068115,7.10846948623657,6.80521583557128,6.69998264312744,0,5.37840175628662,0,6.29922533035278,0,3.92179584503173,6.70130968093872,0,6.81068086624145,5.9311351776123,3.77825093269348,0,4.78567504882812,0,3.52930450439453,4.48603248596191,3.72017478942871,5.95938968658447,6.25138854980468,5.86334562301635,4.68669843673706,0,4.73497200012207,0,4.04465389251709,6.33522319793701,3.67746114730834,0,5.40525484085083,4.93983316421508,3.8703179359436,0,4.7535753250122,6.41320276260376,0,0,0,0,4.89969301223754,6.17761087417602,0,0,6.09621238708496,0,5.29352664947509,0,3.77356314659118,0,3.96258497238159,4.01271247863769,4.13418388366699,5.95413446426391,6.71206378936767,5.61653614044189,4.81351137161254,0,0,3.80418515205383,5.04438209533691,3.95234322547912,6.0227370262146,0,6.44966745376586,3.74652218818664,0,4.5812029838562,0,3.99376916885375,0,0,0,5.00826120376586,0,6.6545705795288,8.07369232177734,4.66433477401733,7.04781579971313,5.34618854522705,5.47895193099975
362,3.0271573,-1.6266452,0,5.05749225616455,0,9.26652431488037,5.7634687423706,0,3.9738438129425,6.81494283676147,6.9896502494812,6.70604181289672,3.55584526062011,5.23822689056396,3.90711283683776,6.89097452163696,4.85359668731689,4.00963640213012,6.14092826843261,0,6.89352703094482,5.64111471176147,5.12515640258789,3.69151973724365,3.94345521926879,0,5.72664356231689,5.28493976593017,0,5.34041166305542,6.31448221206665,5.52449798583984,3.83197140693664,3.93295288085937,4.31440687179565,4.02992248535156,4.38107204437255,6.86180973052978,4.35204553604126,0,5.71441459655761,5.33920240402221,5.67161273956298,0,5.52011775970459,6.50052785873413,4.35907459259033,0,4.86288738250732,4.33070087432861,3.88122725486755,6.02151107788085,0,4.3893141746521,5.81151485443115,0,5.38882255554199,4.08395290374755,5.31981945037841,5.41601276397705,5.28650617599487,4.95267438888549,4.2260422706604,5.40368795394897,6.19747257232666,4.90062618255615,0,5.22140645980835,4.9287519454956,4.09181070327758,6.10337162017822,4.38399457931518,7.04567670822143,0,3.86214208602905,0,4.20621347427368,0,5.71896123886108,5.83225107192993,5.94304466247558,0,5.58608770370483,6.94728517532348,0,6.2474684715271,8.08445358276367,5.29930830001831,7.19583988189697,4.43237781524658,5.85948753356933
363,15.44404,11.446524,0,4.96508169174194,4.64906454086303,9.40345668792724,6.46991157531738,0,4.84430599212646,7.15810680389404,7.95804500579834,6.98128223419189,0,5.02581167221069,4.82723093032836,6.81256437301635,5.37862873077392,0,6.81552934646606,0,7.12876224517822,6.20853805541992,5.46121501922607,0,5.10398483276367,0,5.20099401473999,4.81493949890136,0,5.03845024108886,6.38081884384155,0,0,0,0,0,0,5.28101348876953,0,0,6.25585842132568,0,6.5189242362976,0,5.89995574951171,6.96133613586425,0,0,5.1533613204956,0,0,5.24035024642944,4.85216331481933,0,6.32880783081054,0,0,0,5.10581731796264,0,0,0,0,6.13478279113769,6.56520986557006,0,0,0,0,0,0,0,6.33263731002807,0,0,5.14393711090087,0,0,0,0,5.19006729125976,0,0,0,0,6.92085123062133,7.60327672958374,4.63961839675903,7.33231878280639,6.08005571365356,5.15723705291748
364,4.292088,0.30965123,0,4.32644605636596,0,9.22915267944336,6.16411781311035,0,3.99779772758483,7.2528805732727,7.41498565673828,6.74497365951538,4.3395881652832,5.7311520576477,4.34586906433105,6.90002012252807,0,0,6.66429471969604,0,7.18843412399292,5.80948066711425,5.83123350143432,4.48574352264404,0,0,5.48827600479126,5.50012636184692,0,5.67849206924438,6.66018104553222,5.50259351730346,4.30404567718505,4.50253677368164,0,0,0,6.61186647415161,5.51390647888183,4.07334280014038,6.05345153808593,4.83085536956787,5.81730413436889,4.42320489883422,4.70552396774292,6.54520559310913,0,0,4.6722502708435,4.46908569335937,4.37185764312744,5.93418788909912,0,5.45110082626342,4.78899955749511,0,4.85233831405639,0,5.35994720458984,5.36753845214843,0,4.20099258422851,0,5.60397720336914,6.74090576171875,0,0,0,0,4.19227027893066,5.46876716613769,4.2134838104248,6.55573797225952,0,0,4.65840339660644,4.67626571655273,0,5.71256494522094,0,5.36823606491088,0,5.26491594314575,6.57222843170166,0,6.50899934768676,8.06406688690185,4.11040163040161,7.41741418838501,5.30937433242797,5.29521560668945
365,8.433821,3.3000286,0,5.25850963592529,0,9.44639205932617,6.27104091644287,0,4.23272800445556,7.07752180099487,7.51329803466796,6.98856115341186,0,5.51534032821655,0,6.59446477890014,3.84342670440673,0,6.64871549606323,4.06985855102539,7.2103624343872,5.1059865951538,5.46567678451538,0,0,0,4.9131474494934,4.70782232284545,0,3.93329310417175,6.63435268402099,4.66101694107055,0,3.9347698688507,0,0,0,6.07105016708374,0,3.7700355052948,6.5783085823059,5.94191551208496,4.95538616180419,0,5.10521078109741,6.58664178848266,5.64170837402343,0,0,0,4.24692058563232,6.31106758117675,4.09537839889526,5.26331138610839,6.6237826347351,0,4.33585453033447,4.19577121734619,3.97071552276611,5.54365301132202,4.20975637435913,4.0946021080017,5.14964437484741,5.45047283172607,6.89028596878051,4.02414941787719,0,0,5.10247039794921,0,4.41330623626709,0,6.74828767776489,0,0,4.40322208404541,0,0,3.8438217639923,0,4.59101819992065,4.02799892425537,4.79566955566406,6.46291208267211,5.33550119400024,6.68606042861938,7.43440914154052,4.17185115814209,7.14086246490478,4.02855110168457,4.80928659439086
366,5.526971,1.78687,0,5.46557283401489,4.25217914581298,9.36298942565918,6.21393489837646,4.25217914581298,0,7.3680739402771,7.38919115066528,6.95759057998657,0,5.81887340545654,0,6.61167573928833,4.02081775665283,4.33075904846191,6.51404762268066,0,7.06351566314697,5.53426265716552,6.05577278137207,0,0,0,6.02702283859252,4.95824766159057,4.07025671005249,3.86911869049072,6.25091981887817,4.28092575073242,3.94611501693725,3.8771207332611,0,0,4.37578773498535,6.52331924438476,4.27552795410156,0,5.58019828796386,5.64410781860351,5.68505334854126,0,5.42986822128295,6.53410005569458,5.04177618026733,0,5.01815748214721,0,0,5.78722381591796,4.40253639221191,4.9449143409729,5.85926103591918,0,5.11189842224121,0,5.45220851898193,4.75468111038208,4.06167125701904,4.17941665649414,3.85313391685485,5.00030136108398,6.73634815216064,4.40558528900146,4.030526638031,4.48426294326782,5.48640012741088,0,4.4853549003601,0,6.49770736694335,0,0,5.08316850662231,0,0,5.21496677398681,5.43003034591674,5.39347982406616,0,4.2259407043457,6.0864930152893,0,6.74797248840332,7.9207124710083,5.13165760040283,7.05532073974609,5.14627838134765,5.73008871078491
367,5.193108,-0.16944468,0,5.2881269454956,0,9.70782947540283,5.4997591972351,0,4.02480554580688,6.58920621871948,6.86682415008544,6.43720626831054,0,5.02354669570922,0,6.37737989425659,0,0,6.24264907836914,0,6.53208398818969,5.3033800125122,5.66937494277954,3.97051382064819,4.46467733383178,0,4.44933652877807,5.28472518920898,0,5.41282939910888,6.2488956451416,5.91823959350585,4.44842338562011,4.53320932388305,4.29046058654785,3.794851064682,5.13069105148315,6.3581199645996,0,0,0,5.38252782821655,5.41064262390136,5.06861209869384,5.2954454421997,6.42498397827148,4.34573602676391,0,4.31061506271362,0,0,5.93601655960083,0,4.27284669876098,5.59754848480224,0,5.18075656890869,0,4.29293155670166,5.48050260543823,4.14800930023193,4.1522364616394,0,4.47880411148071,6.10245132446289,4.07489395141601,0,3.86134457588195,0,5.11895847320556,5.32569217681884,4.23654127120971,6.67084836959838,0,0,0,0,0,4.45885801315307,5.83860349655151,4.22168445587158,0,4.35036563873291,6.64915037155151,0,6.20828294754028,7.91775560379028,5.03141069412231,6.87721824645996,5.33693218231201,5.72694778442382
368,12.227583,7.95062,0,5.03105115890502,4.38482618331909,9.7581615447998,4.2836103439331,4.38482618331909,4.53350591659545,6.66165399551391,7.30152654647827,6.7249207496643,0,5.57669115066528,4.32209968566894,5.64882707595825,0,0,6.08923721313476,0,6.67529153823852,5.70624160766601,6.0021629333496,0,0,0,0,4.74636793136596,0,0,5.83476161956787,0,0,0,4.83654737472534,0,0,6.74510145187377,0,4.35803842544555,6.24980497360229,0,4.55581188201904,0,4.60539865493774,6.47369527816772,4.59600257873535,4.24502754211425,4.40720891952514,0,4.50236892700195,6.18388652801513,0,5.77256345748901,5.80785989761352,0,4.71391248703002,0,0,4.451669216156,0,0,0,4.50221490859985,6.53910446166992,4.44696760177612,0,4.90609264373779,0,4.55952024459838,4.48694133758544,0,6.26435947418212,0,0,4.93503427505493,0,0,4.65584421157836,4.57134056091308,5.50212574005126,0,0,6.50604677200317,0,6.60866355895996,7.71461772918701,4.18433713912963,6.96058225631713,4.74157381057739,4.58412647247314
369,14.594612,6.27699,0,5.55612230300903,0,9.53892612457275,4.65537548065185,0,0,6.59254169464111,6.78886270523071,6.71394777297973,0,5.0389232635498,4.39405393600463,6.54900503158569,0,0,6.47435092926025,0,6.9168095588684,5.64326953887939,5.64136171340942,0,0,0,5.70387935638427,4.89237833023071,0,0,5.70888471603393,4.45562505722045,0,0,0,0,0,6.51398658752441,0,0,4.83883666992187,4.85855531692504,6.20855474472045,0,5.08286476135253,6.64425468444824,0,0,0,0,0,5.71458387374877,0,4.98004531860351,5.83321905136108,0,5.98104572296142,0,4.50301122665405,4.70987176895141,0,0,0,5.57790279388427,6.29500865936279,5.14284372329711,0,4.37208175659179,0,0,5.00633239746093,0,6.54026556015014,0,0,0,0,0,0,0,4.6978211402893,0,0,6.66339778900146,0,6.99604654312133,8.29236793518066,6.13606452941894,7.51659202575683,5.17545557022094,6.18753385543823
370,2.2389867,10.726236,1,5.37262201309204,0,9.13902568817138,5.8776159286499,0,5.08956861495971,7.471284866333,6.72048568725585,6.51099872589111,4.99474430084228,5.26926755905151,0,6.22017240524292,0,0,6.63076734542846,0,6.57739162445068,5.8222861289978,0,4.67355918884277,5.05724096298217,0,4.69924163818359,0,4.78479528427124,5.9504747390747,6.44168090820312,6.16998720169067,5.86820888519287,4.84415054321289,0,4.89140653610229,4.94810533523559,6.50424098968505,0,0,5.97453308105468,4.90403366088867,0,0,4.94927597045898,6.46074676513671,5.92457866668701,0,0,0,0,6.11578321456909,5.10377311706543,5.76948976516723,6.35577011108398,0,6.25679922103881,0,0,5.0867919921875,5.07462501525878,0,0,6.40260171890258,6.82408285140991,5.36425590515136,4.86239147186279,5.0634388923645,0,0,5.13635778427124,0,6.76442289352417,0,6.4153995513916,5.77037811279296,4.81108665466308,0,0,5.18815469741821,0,0,0,6.1867995262146,5.02792930603027,7.0542984008789,8.1620168685913,5.34750127792358,7.48567104339599,4.75751161575317,5.03657484054565
371,12.210531,8.169971,0,4.73367643356323,4.47561502456665,9.71446228027343,5.86671686172485,4.47561502456665,0,6.91723155975341,7.23434782028198,7.05457973480224,4.63147258758544,5.67201852798461,4.78850126266479,6.64478206634521,0,0,6.62445259094238,0,6.9542212486267,5.054940700531,5.46325922012329,0,0,0,5.54701328277587,4.71670341491699,0,0,6.22743654251098,0,4.72421264648437,0,0,0,0,6.04865407943725,0,0,5.73831892013549,5.937264919281,5.98217821121215,0,4.99270105361938,6.1267614364624,6.06679916381835,0,0,0,4.37721061706543,5.61685371398925,0,4.68266010284423,5.90482759475708,0,0,0,0,4.88840103149414,0,0,0,0,6.31137371063232,0,0,0,4.66955947875976,0,0,0,6.21490335464477,0,0,0,0,0,0,0,4.82342147827148,0,0,6.28123188018798,0,6.61833953857421,7.87512445449829,4.38567209243774,7.0098533630371,4.37213516235351,4.25523662567138
372,9.693326,14.848531,1,5.88717222213745,4.32223796844482,9.75835037231445,5.99057245254516,4.32223796844482,4.57902002334594,7.38020801544189,6.94451284408569,6.61525392532348,4.33706474304199,4.96898221969604,0,6.30683851242065,0,0,6.41863298416137,0,6.8498682975769,6.0036563873291,4.61351013183593,0,0,0,0,0,0,4.46113538742065,5.75391578674316,5.77144813537597,4.77257061004638,0,0,4.35073089599609,0,5.84978818893432,0,0,4.95645809173584,4.46017789840698,0,0,0,5.95499753952026,4.57459306716918,0,0,0,0,5.75744771957397,0,4.69477558135986,5.87682294845581,4.53840065002441,4.53960990905761,0,0,4.77459716796875,0,0,0,5.66073703765869,6.21356058120727,0,0,0,0,0,4.6056170463562,0,5.89875888824462,0,6.10717630386352,0,0,0,0,0,4.57376480102539,0,0,5.57531356811523,4.71120643615722,6.92490291595459,7.75925207138061,0,7.43062257766723,4.67933368682861,5.82977390289306
373,15.711492,12.28185,0,0,0,9.82200717926025,5.54259872436523,0,4.78392171859741,6.90062284469604,7.45173358917236,7.28282356262207,5.14934682846069,6.08998012542724,0,6.34693336486816,4.65506696701049,0,6.16580295562744,0,6.02532482147216,0,5.42917108535766,0,0,0,0,0,0,0,6.40620613098144,0,0,0,0,0,0,6.65774345397949,0,0,6.20089149475097,0,5.23357200622558,0,0,6.42915916442871,6.22519969940185,0,0,0,0,6.17929553985595,0,0,5.20115184783935,0,0,0,0,0,0,0,0,0,6.83364200592041,0,0,0,0,0,0,0,5.50276756286621,0,0,0,0,0,0,0,0,0,0,0,0,7.04015588760376,7.74549913406372,0,6.98339796066284,5.09860467910766,4.86807298660278
374,5.653867,3.165403,0,5.17384481430053,0,9.56337833404541,5.7554178237915,0,4.03788042068481,7.05591440200805,7.25909709930419,7.20701789855957,3.96539807319641,5.32900190353393,0,6.13872289657592,0,0,6.78547143936157,0,6.88524198532104,5.99130201339721,4.87517499923706,0,4.91428613662719,0,5.37202358245849,4.86442470550537,0,4.68321895599365,6.09374904632568,5.30080080032348,5.04929733276367,5.43069124221801,0,0,0,6.28519773483276,4.06271123886108,0,6.27077198028564,5.72444295883178,5.87866115570068,4.11638355255126,5.28429269790649,6.64400672912597,4.21790742874145,4.35553169250488,3.8636417388916,3.70141410827636,4.83497858047485,6.10272884368896,3.66400027275085,5.29039430618286,5.83820104598999,0,4.28581380844116,4.17869234085083,3.95446252822875,4.17457675933837,0,0,4.18166780471801,5.16669082641601,6.64957666397094,4.04802846908569,3.82214283943176,4.70786809921264,4.22683668136596,0,4.46436882019043,0,5.74458026885986,0,0,0,0,0,4.90230846405029,0,4.98552131652832,0,3.92922377586364,5.32174730300903,5.11812877655029,6.89343547821044,7.73005867004394,5.49051094055175,7.01014041900634,4.95032548904418,5.40739583969116
375,10.4300165,3.3851528,0,4.30223083496093,3.98028397560119,9.66873455047607,5.76318502426147,0,0,6.85288476943969,7.36959028244018,6.84080839157104,4.18160104751586,4.80616331100463,4.05710268020629,6.41934585571289,3.86613988876342,0,6.35695743560791,0,7.00958538055419,5.33888578414917,4.97532129287719,0,0,0,4.14783096313476,4.36508798599243,0,0,6.02107667922973,0,3.91878032684326,0,0,3.77582478523254,4.98719263076782,6.50395345687866,5.02988052368164,0,6.37679147720336,4.86844062805175,6.00426483154296,0,5.25581645965576,6.38002300262451,3.8562741279602,0,0,0,4.28860902786254,5.85993719100952,4.14180850982666,4.33325958251953,5.65788650512695,4.20612382888793,4.29488658905029,0,4.15372705459594,4.21688318252563,0,0,3.8352313041687,5.46092700958251,6.36871433258056,0,3.61697006225585,3.92285251617431,0,0,4.14045524597168,3.90134620666503,6.21482563018798,0,0,4.89974164962768,0,0,5.01376867294311,5.29880762100219,3.79036545753479,4.95049810409545,0,6.34273386001586,0,6.75006628036499,7.83202362060546,4.1787405014038,7.24634552001953,4.13747930526733,5.3061819076538
376,13.916162,5.947067,0,4.21221923828125,0,9.62843418121337,6.53611993789672,0,0,7.16026449203491,7.69761133193969,6.73204278945922,0,5.42366075515747,4.63002204895019,6.74237394332885,4.57558631896972,0,6.5668511390686,0,6.93749475479126,4.96417808532714,5.69232273101806,0,4.35493755340576,0,4.79127120971679,5.28959131240844,0,5.3433723449707,6.6052017211914,0,4.30793046951293,0,0,5.28495836257934,0,5.70348644256591,0,0,5.85760498046875,4.76755237579345,5.78332948684692,0,4.20316219329834,6.24471044540405,4.32763338088989,0,4.59852647781372,0,0,6.04179906845092,0,4.51061582565307,5.98912954330444,0,0,4.18904781341552,4.50901699066162,4.10948991775512,0,0,0,5.36928606033325,6.31735849380493,0,0,0,0,0,0,0,6.22436189651489,0,0,0,0,0,4.72543954849243,0,4.57865858078002,0,0,6.48240518569946,5.77674627304077,7.18440341949462,7.46840524673461,5.51094818115234,6.8409309387207,4.91679525375366,4.44676494598388
377,1.3112054,9.554477,1,5.49835109710693,0,9.60114097595214,5.57336807250976,0,4.3894305229187,6.91038417816162,6.39685487747192,6.54112768173217,0,4.63407468795776,0,6.17616510391235,0,0,6.27881145477294,0,6.59086990356445,4.59425926208496,5.67760801315307,0,4.36757802963256,0,4.47011756896972,4.34750652313232,4.1298804283142,5.48653650283813,5.78803491592407,6.06746101379394,4.37077951431274,4.3699607849121,0,5.25409841537475,4.44206809997558,6.52900791168212,4.08075952529907,0,5.52066993713378,4.71097564697265,4.74306774139404,0,5.5938115119934,5.97222471237182,0,0,0,0,4.66805982589721,5.8335690498352,0,5.40846061706543,6.04122066497802,0,5.28205347061157,0,4.49351072311401,4.56879138946533,4.44224309921264,4.64345073699951,0,5.76455354690551,6.26347541809082,5.80383682250976,0,0,0,0,4.74669742584228,4.33205890655517,6.0399842262268,5.20919799804687,6.72640943527221,0,0,0,0,0,4.18989181518554,0,0,0,0,6.81102561950683,8.19866847991943,4.64416313171386,7.6057915687561,5.46743011474609,5.76332187652587
