Cell Index,UMAP X,UMAP Y,"Cell type label (HeLa, 0; NIH3T3, 1)",C10H14N5O7P - AMP,C10H17N3O6S - Glutathione,C11H11ClN2O2 - C11H11ClN2O2,C16H30O2 - 4 possible acid,C18H13NO4 - C18H13NO4,C18H32O2 - Linoleic acid,C18H34O2 - Oleic acid,C18H36O2 - 3 possible FA,C19H37O6P - C19H37O6P,C19H37O7P - C19H37O7P,C19H39O7P - LPA(16:0),C20H30O2 - EPA,C20H32O2 - Arachidonic,C20H34O2 - ETrE,C21H37O6P - CPA(18:2),C21H39O6P - CPA(18:1),C21H39O7P - LPA(18:2),C21H41O6P - C21H41O6P,C21H41O7P - LPA(18:1)/DHAP(18:0),C21H43O7P - LPA(18:0),C21H44NO6P - C21H44NO6P,C21H44NO7P - LPE(16:0),C22H30N2O5 - C22H28N2O5,C22H32O2 - DHA,C22H34O2 - DPA,C23H43O7P - C23H43O7P,C23H46NO7P - LPE(18:1),C23H48NO7P - LPE(18:0),C25H44NO7P - LPE(20:4),C25H50NO7P - LPE(20:1),C27H44NO7P - C27H44NO7P,C27H46NO7P - C27H46NO7P,C27H48NO7P - C27H48NO7P,C27H51O12P - PI(18:1),C27H53O12P - PI(18:0),C29H49O12P - PI(20:4),C30H39N3O7 - C30H39N3O7,C34H68NO6P - C34H68NO6P,C35H67O8P - PA(32:1),C35H69O8P - C35H69O8P,C36H69O8P - PA(33:1),C37H69O8P - PA(34:2),C37H71O8P - PA(34:1),C37H74NO8P - PE(32:0),C38H71O8P - C38H71O8P,C38H73O8P - PA(35:1),C39H69O8P - PA(36:4),C39H71O8P - PA(36:3),C39H73O8P - PA(36:2),C39H74NO8P - PE(34:2),C39H75O8P - C39H75O8P,C39H76NO8P - PE(34:1),C40H76NO10P - PS(34:1),C40H77O10P - PG(34:1),C40H78NO8P - PC(32:1),C41H71O8P - PA(38:4)(2-),C41H73O8P - PA(38:4),C41H74NO7P - C41H74NO7P,C41H74NO8P - PE(36:4),C41H75O8P - C41H75O8P,C41H78NO8P - PE(36:2),C41H80NO8P - PE(36:1),C42H80NO10P - PS(36:1),C42H82NO6P - CerP(d18:1/24:0),C43H73O8P - PA(40:6),C43H75O8P - PA(40:4),C43H76NO7P - PE(38:5),C43H76NO8P - PE(38:5),C43H78NO7P - C43H78NO7P,C43H78NO8P - PE(38:4),C43H79O13P - PI(34:2),C43H81O13P - PI(34:1),C43H82NO8P - PE(38:2),C44H78NO10P - PS(38:4),C44H84NO6P - C44H84NO6P,C45H78NO8P - PE(40:6),C45H79O13P - PI(36:4),C45H80NO8P - PE(40:5),C45H81O13P - PI(36:3),C45H82NO8P - PE(40:4),C47H81O13P - PI(38:5),C47H85O13P - PI(38:3),C5H14NO6P - Glycerylphosphorylethanolamine,C6H11O8P - Inositol cyclic phosphate,C6H13O7P - Mevalonic acid-5P,C6H13O9P - Hexose-phosphate,C6H14NO7P - C6H14NO7P,C9H19O11P - C9H19O11P
202,11.855561,12.49597,1,0,0,9.86704444885253,5.88245725631713,0,0,6.82755327224731,7.05468606948852,7.00960731506347,4.40610265731811,4.70424747467041,4.75147104263305,6.1792869567871,0,0,6.5728850364685,0,6.76607513427734,6.17259407043457,0,0,0,0,4.60405683517456,0,0,4.55536603927612,6.03572225570678,4.46143913269043,0,0,0,0,0,6.27055215835571,0,0,0,4.73344135284423,5.62464666366577,4.91261625289917,0,6.03597831726074,5.65238142013549,0,4.55841970443725,0,0,5.94887733459472,0,0,5.90637445449829,0,4.53935194015502,0,0,4.9680905342102,0,0,4.53886795043945,6.06716251373291,5.71264219284057,0,0,4.52252578735351,0,4.56439447402954,5.74466037750244,0,5.10232782363891,4.7274203300476,5.12259197235107,0,0,0,0,0,0,0,0,0,0,6.71075582504272,7.57445764541626,4.75148487091064,6.81488275527954,5.95657682418823,4.28675079345703
203,9.660315,14.544264,1,4.96264219284057,5.34433650970459,9.3492841720581,6.34761953353881,0,5.38006544113159,7.70019149780273,7.77792072296142,7.28149032592773,4.94779729843139,6.37291288375854,0,5.70795154571533,0,0,6.871675491333,0,7.04837656021118,6.19714784622192,5.68086910247802,0,5.60187864303588,0,0,0,0,0,6.47474241256713,5.25,0,0,0,5.33627319335937,0,5.08329391479492,0,0,0,0,5.41272449493408,4.95165395736694,5.52535152435302,6.78812074661254,0,0,0,5.06576776504516,0,5.26249074935913,0,5.64539337158203,6.26685285568237,0,0,0,0,0,0,0,0,5.38026285171508,6.74003791809082,0,0,0,0,0,5.70500326156616,0,6.83958768844604,0,6.4712700843811,5.62306404113769,0,0,0,0,5.15328168869018,0,0,5.51463365554809,0,6.98535633087158,7.55381393432617,0,7.05669498443603,6.27119159698486,5.20413160324096
204,15.87321,12.602979,0,0,0,10.0771808624267,5.90500164031982,0,4.67078828811645,6.2036657333374,6.86177921295166,7.33933496475219,0,6.52392768859863,0,0,0,0,5.28049707412719,0,6.66572046279907,5.9023962020874,0,0,0,0,0,0,0,0,5.81815385818481,0,0,0,0,0,0,5.8662724494934,0,0,4.79910564422607,0,6.23710680007934,0,0,5.43363618850708,5.07353258132934,0,0,0,0,4.78567218780517,0,0,0,0,0,0,4.97986793518066,0,0,0,0,0,5.90150499343872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83205318450927,7.44076251983642,0,6.75754594802856,4.76887464523315,0
205,15.293675,8.062149,0,0,0,9.71790122985839,5.0057349205017,0,0,6.30252933502197,7.07810974121093,7.14644622802734,4.39381647109985,4.93164730072021,0,5.96497631072998,0,0,6.81262969970703,0,7.01812219619751,6.10578632354736,5.15652847290039,0,0,0,4.8370018005371,0,0,5.01974821090698,6.37685394287109,0,0,0,0,4.50502490997314,0,6.51551818847656,0,0,5.77933359146118,0,5.99148941040039,0,5.76393461227417,6.44923257827758,5.12226247787475,0,0,0,0,5.91585397720336,0,4.56849861145019,0,0,0,0,4.94705438613891,4.86223745346069,0,0,0,4.79453563690185,6.52172899246215,0,0,0,4.77213478088378,0,0,0,6.27897787094116,0,0,0,0,0,5.00390768051147,0,4.83389282226562,0,0,6.55813455581665,0,6.91480875015258,7.89309072494506,5.22834253311157,7.09310340881347,5.79946279525756,5.21439409255981
206,-0.24239925,4.332759,1,0,0,9.45759487152099,6.25051593780517,0,5.04768514633178,7.15561485290527,6.99004411697387,7.25380277633667,0,5.60420274734497,0,6.46553421020507,0,4.89622592926025,6.8430585861206,0,7.00174617767334,6.5104546546936,4.84685373306274,4.59362936019897,4.9626784324646,0,4.5779857635498,0,4.62941741943359,5.06561756134033,6.44356489181518,5.92640304565429,4.88638305664062,0,4.75898933410644,4.7385025024414,0,5.83783483505249,0,0,0,5.05761957168579,4.72100448608398,4.73856163024902,5.92705154418945,6.34160089492797,0,0,4.32001876831054,4.67412281036376,5.03393459320068,6.06461429595947,4.62558460235595,5.08155250549316,5.92212677001953,0,4.54669094085693,4.66760969161987,4.82503843307495,4.92716741561889,0,0,5.03982305526733,6.32782840728759,6.49084186553955,0,0,0,4.68283462524414,4.74029827117919,5.99176406860351,4.59979486465454,5.95778369903564,0,5.91047954559326,4.78702688217163,0,0,0,0,4.6710615158081,0,0,6.46509647369384,4.94616317749023,6.64415168762207,7.92390584945678,4.74866247177124,6.7181978225708,5.10695743560791,4.84954452514648
207,-3.9630964,10.054274,1,0,0,9.51938915252685,5.8797001838684,0,4.51682901382446,6.80254745483398,6.40969514846801,6.74017286300659,4.2034420967102,5.61954832077026,4.51878976821899,6.40975618362426,0,0,6.59137487411499,0,6.74520015716552,5.7781639099121,5.23926973342895,0,4.45442056655883,0,4.52959442138671,5.15802001953125,0,4.2891297340393,5.85746765136718,5.25808477401733,4.2268943786621,0,0,0,0,6.11484146118164,5.27003049850463,0,0,5.29023170471191,5.2329683303833,0,5.49068450927734,6.29570960998535,4.49973154067993,0,5.33162307739257,0,5.19958782196044,6.34365940093994,0,4.50242090225219,6.13999891281127,3.98914718627929,5.7161521911621,4.20888614654541,0,5.70071840286254,3.95395612716674,0,0,6.34859418869018,6.37393760681152,5.33641338348388,4.40887975692749,0,0,0,5.72480916976928,4.60407400131225,6.20149612426757,4.57905197143554,6.56985855102539,5.40068626403808,0,0,4.8985538482666,0,5.13603162765502,5.24132776260376,4.14895915985107,6.3346824645996,5.74924993515014,6.32274723052978,8.08484077453613,4.56202554702758,7.29402780532836,5.38762712478637,4.4317193031311
208,-3.0026786,7.0107584,1,0,0,9.4877700805664,5.91986417770385,0,4.6811466217041,7.22635889053344,7.18007564544677,6.95718240737915,4.74315690994262,4.85391044616699,4.20909404754638,6.7680230140686,4.39990949630737,4.44785594940185,6.6350450515747,4.35531139373779,6.79676008224487,5.65368700027465,4.4096622467041,0,0,0,4.25008344650268,4.35990381240844,0,5.54223585128784,6.40568971633911,5.47132301330566,4.63746356964111,4.72467899322509,0,0,4.35396766662597,5.9398546218872,0,0,5.38257408142089,4.93251514434814,4.83608770370483,4.63547277450561,5.64312982559204,6.32991123199462,0,0,4.79165649414062,4.73761653900146,0,6.30948686599731,0,4.98541498184204,6.36233854293823,4.50293016433715,4.45439577102661,0,4.52567625045776,4.94070482254028,4.91771364212036,4.39193201065063,0,6.34633445739746,6.45602416992187,0,4.55809688568115,4.49234056472778,0,4.91428852081298,4.83408498764038,0,6.47930240631103,4.53157997131347,6.32269811630249,4.82233715057373,0,0,4.76061248779296,0,4.51193571090698,0,0,6.2305359840393,5.60324335098266,6.08125686645507,7.89361476898193,4.54179430007934,7.01888847351074,5.51599597930908,5.64104890823364
209,1.6872822,7.6132503,1,5.55241441726684,5.37482690811157,9.2363862991333,5.93005418777465,5.37482690811157,5.45266675949096,7.1026177406311,6.80218791961669,6.99280261993408,4.48965883255004,5.63873052597045,4.34921979904174,6.29350090026855,4.37990188598632,4.0255069732666,6.89574670791626,0,6.67219400405883,5.63026332855224,4.24416017532348,0,4.2118182182312,0,4.61018466949462,4.37328577041626,4.10398006439209,5.76410388946533,6.01126289367675,5.804123878479,4.32832479476928,0,4.4090929031372,4.12586688995361,4.37059640884399,6.07878494262695,4.64293766021728,0,4.60011148452758,6.11573886871337,5.65611457824707,4.45838069915771,5.6961874961853,6.49649429321289,5.78554248809814,4.65520763397216,0,4.11697387695312,5.07741212844848,6.15076160430908,4.34403038024902,4.31364440917968,6.65224266052246,4.3932728767395,4.56186580657959,0,4.47452020645141,4.33163452148437,5.3729920387268,4.58091068267822,4.26946306228637,6.67878103256225,6.74455976486206,5.9967918395996,5.50566959381103,0,0,5.51880836486816,5.46975898742675,4.57697296142578,6.23470067977905,5.15033388137817,6.08920001983642,4.70164680480957,0,4.49074220657348,5.18487739562988,0,0,0,0,5.87297916412353,5.8663420677185,6.58588790893554,7.9076075553894,4.27776479721069,7.16010951995849,5.70258140563964,5.38261127471923
210,15.189202,12.667057,0,4.65558004379272,0,9.86048507690429,6.27574157714843,0,0,6.62234735488891,7.21072673797607,7.44576406478881,0,6.03114700317382,0,5.43990993499755,0,0,6.71422243118286,0,6.72219705581665,5.95753765106201,5.20590305328369,0,0,0,0,0,0,4.88164854049682,5.95973873138427,0,0,0,0,0,0,5.26642799377441,0,0,6.2628149986267,5.13016176223754,6.66088008880615,0,5.32204627990722,6.93675756454467,5.19281721115112,0,0,0,0,5.26866817474365,0,4.98213052749633,4.88673210144043,0,0,4.66506481170654,0,0,0,0,0,4.72545480728149,6.07425451278686,0,0,0,0,0,0,0,0,0,0,4.7288794517517,0,0,0,0,0,0,0,0,0,6.98381948471069,7.37102508544921,4.95085048675537,6.88971471786499,4.86811637878418,0
211,4.484044,6.86154,1,4.76607370376586,4.09195184707641,9.39320468902587,5.95559692382812,4.09195184707641,4.24135303497314,7.23353910446167,7.30946493148803,6.71780776977539,0,5.7652530670166,4.7968578338623,6.85756683349609,4.45575666427612,0,6.23670959472656,0,6.6947374343872,6.37435388565063,4.34284973144531,0,4.71757936477661,4.17226409912109,5.4961838722229,4.35598850250244,0,6.12282609939575,6.35023403167724,6.20928239822387,5.77531862258911,5.25221109390258,5.32086658477783,5.78327083587646,4.77273273468017,5.71106243133544,4.2516222000122,0,0,4.75656938552856,5.5113615989685,0,5.31974697113037,6.06290817260742,4.65716123580932,0,4.74556303024292,0,5.3651738166809,6.19712686538696,4.13609838485717,0,6.21475458145141,0,0,0,5.30153560638427,5.25218200683593,5.39974689483642,4.69693279266357,0,5.79341411590576,6.30391883850097,4.20633840560913,0,0,0,0,5.53978252410888,4.35221195220947,6.28145360946655,0,6.1357717514038,5.38575553894043,0,0,0,5.43773412704467,4.32444906234741,0,0,5.39010620117187,0,6.81085062026977,8.04507160186767,4.7385025024414,6.82489967346191,5.80813121795654,5.46252918243408
212,1.7286102,6.6680923,1,0,4.68663311004638,9.35448169708252,6.12434434890747,4.68663311004638,4.17340373992919,6.97253561019897,7.311936378479,6.85467672348022,0,6.08726453781127,4.81648111343383,6.97818708419799,4.61081409454345,0,6.5655665397644,0,6.44848489761352,6.21761798858642,4.91424369812011,4.6099796295166,0,0,4.85018062591552,4.71933889389038,4.25164937973022,6.44034624099731,6.55258512496948,6.07719135284423,5.74448013305664,4.55442333221435,0,5.60983419418335,0,6.26082754135131,0,0,4.59928512573242,5.61988925933837,4.47601175308227,0,4.62611007690429,6.55611228942871,5.85967111587524,4.75230598449707,0,0,0,5.94561386108398,0,0,6.22373819351196,0,4.77558755874633,4.27420139312744,0,0,4.75886869430542,4.47635555267334,4.33131504058837,5.92108535766601,6.60859584808349,5.37740659713745,4.33224534988403,4.55694055557251,0,0,5.83951091766357,0,6.26019668579101,5.78020858764648,6.56111145019531,5.54252243041992,0,0,4.58865594863891,0,4.665611743927,4.60134029388427,0,5.68557167053222,4.73750591278076,6.28003072738647,7.82443857192993,5.68722915649414,7.21978569030761,4.4669599533081,4.89364004135131
213,1.4713061,4.0437865,1,4.79511594772338,5.06369829177856,9.08539199829101,4.81198215484619,5.06369829177856,4.63954448699951,7.23915433883667,7.09934282302856,6.90999412536621,4.65353775024414,5.74432134628295,0,6.49538326263427,0,0,6.75465631484985,4.61899852752685,6.82805490493774,6.1362657546997,4.84273147583007,4.54634094238281,5.85756826400756,0,0,4.8890266418457,0,6.20595788955688,6.58799505233764,6.82220792770385,6.11224937438964,4.89652585983276,4.50899791717529,5.69143199920654,0,6.35950422286987,0,4.56308126449585,4.93791770935058,0,4.72816848754882,0,6.06687068939209,6.48399686813354,4.45744323730468,4.58088493347168,0,4.75633096694946,5.80100107192993,6.39690923690795,0,5.1218729019165,6.46428108215332,4.55962944030761,0,4.63074207305908,4.63457489013671,4.7552843093872,5.11630630493164,0,4.5246205329895,6.4700026512146,6.78668117523193,4.52148914337158,0,0,0,5.99535417556762,5.72581577301025,0,6.60600137710571,0,6.59019374847412,5.65442895889282,0,0,0,5.09293413162231,5.5237717628479,0,4.71127986907959,6.15186071395874,5.08162498474121,6.32193613052368,7.82289743423461,5.71499586105346,7.09683465957641,4.9902000427246,5.56525516510009
214,0.8746987,5.791621,1,5.32976198196411,5.42147827148437,9.08785724639892,6.31191158294677,5.42147827148437,4.72344255447387,7.350914478302,7.33539533615112,7.07402753829956,4.68801975250244,5.75560998916626,4.39888954162597,6.58264303207397,0,4.67490530014038,6.48279190063476,4.77273941040039,6.75139904022216,6.03497982025146,4.64828968048095,4.27132368087768,4.82350826263427,0,5.40409898757934,4.10432767868042,4.53951120376586,5.96320533752441,6.18663120269775,5.42042922973632,5.86309432983398,0,4.43962621688842,5.58223247528076,4.86318969726562,5.86385488510131,4.62450504302978,0,4.43949699401855,6.08748149871826,4.44570446014404,0,4.7686161994934,6.82986736297607,5.42700004577636,0,5.49997663497924,0,5.46431636810302,6.24485874176025,4.67662048339843,5.3913288116455,6.37375259399414,0,5.57448530197143,4.47399997711181,4.85149765014648,5.52491950988769,0,4.42163610458374,4.33507680892944,6.23595571517944,6.82160234451293,5.72180414199829,0,0,0,4.87767744064331,5.83661937713623,0,6.73489427566528,5.39212656021118,6.19168949127197,4.49554252624511,0,0,4.58830022811889,4.35512399673461,4.50426816940307,0,0,6.24672174453735,6.03798055648803,6.44084596633911,7.85596752166748,4.67790079116821,6.69748783111572,5.38111639022827,5.78887701034545
215,9.58478,14.349484,1,0,4.76824045181274,9.59567928314209,6.06135606765747,4.76824045181274,0,7.06050205230712,7.33603811264038,7.37337684631347,0,6.07487773895263,0,6.35167169570922,0,0,6.82313966751098,0,7.25314855575561,6.09299659729003,5.28090047836303,0,5.47314739227294,0,0,0,0,5.21133470535278,5.25529289245605,6.17658281326293,0,0,4.78985166549682,0,0,5.11932516098022,0,0,5.29327964782714,5.04211997985839,5.97587823867797,0,5.11042785644531,6.67920875549316,5.43047523498535,0,0,0,0,6.05186939239501,0,5.07847023010253,6.04244995117187,0,4.93394136428833,0,0,4.92630577087402,0,0,0,5.23798894882202,6.86246967315673,0,0,0,0,0,0,0,6.34350299835205,0,5.27677106857299,0,0,0,0,0,5.22776079177856,0,0,4.89252519607543,0,7.13707494735717,7.67434024810791,4.70142984390258,7.01477766036987,5.03400087356567,0
216,14.436497,9.710726,1,0,0,9.52604484558105,6.20875167846679,0,0,6.90801858901977,7.26555585861206,7.32075023651123,5.96336984634399,6.1088228225708,0,6.44330883026123,0,0,6.63824701309204,0,6.97648048400878,5.45584869384765,6.16923761367797,0,0,0,0,0,0,0,6.5527172088623,5.18546390533447,0,0,0,0,0,6.12750959396362,0,0,5.29675483703613,5.18949317932128,5.47631168365478,0,5.17707538604736,6.16063356399536,5.25756883621215,0,0,0,0,5.05911874771118,0,0,6.29582452774047,0,0,4.96308279037475,4.86413526535034,5.44828033447265,0,0,5.09739017486572,4.9881272315979,6.65193939208984,0,4.94907999038696,0,0,0,5.20499992370605,0,5.99240541458129,0,6.30689525604248,0,0,0,0,0,0,0,0,4.99758052825927,0,7.20578336715698,8.21888160705566,0,6.81798458099365,6.16551208496093,4.87775182723999
217,4.217891,13.994968,1,5.23201751708984,4.44667291641235,9.82845115661621,5.96307182312011,4.44667291641235,3.87105298042297,6.79715013504028,6.53013610839843,6.68076658248901,4.29761409759521,5.85163259506225,4.26537179946899,5.90186595916748,0,0,6.31406450271606,0,6.15372943878173,5.60638236999511,4.69882535934448,0,0,0,4.54695510864257,4.27235651016235,0,5.39848852157592,5.84835386276245,5.78248643875122,4.67770719528198,0,4.06075382232666,0,4.37585353851318,5.95006132125854,0,0,4.66640281677246,5.23669099807739,0,0,4.26641130447387,5.90689849853515,5.66579532623291,0,4.43819141387939,0,4.35003328323364,6.01418447494506,0,4.45606613159179,5.95191287994384,0,3.91075563430786,5.37638044357299,0,4.43077182769775,5.3576316833496,0,4.42326545715332,5.87987184524536,6.34056234359741,5.21420860290527,4.38603925704956,0,0,0,4.66704797744751,0,6.05150604248046,0,6.14480781555175,4.42067050933837,0,0,0,0,4.27647304534912,0,0,0,0,6.65050077438354,7.68301820755004,4.28357601165771,6.82511663436889,5.67263317108154,5.74676990509033
218,-2.4609468,10.10416,1,5.56179571151733,0,9.37219810485839,5.43959188461303,0,3.77388858795166,6.81160259246826,6.63855934143066,6.81565570831298,4.6082010269165,5.49731683731079,4.35971736907959,6.03746652603149,0,4.23227357864379,6.38349151611328,0,6.50250387191772,5.7050085067749,5.22093772888183,4.44391775131225,4.10551834106445,3.98050689697265,0,0,4.30919599533081,6.19722938537597,6.2899169921875,5.9024109840393,5.50532627105712,4.32221317291259,0,0,4.46466016769409,5.88065004348754,4.44443273544311,4.06227540969848,5.48741626739501,6.00994396209716,5.65063714981079,4.46196365356445,5.94775247573852,6.70578622817993,5.62120151519775,0,4.53704309463501,0,4.47763633728027,6.44767761230468,4.62650346755981,5.70995998382568,6.49736166000366,0,5.46952676773071,0,4.15182924270629,5.33259201049804,5.46473026275634,4.358811378479,4.44676256179809,5.76368951797485,6.85319137573242,5.91674137115478,4.35276412963867,0,4.05598592758178,4.2295503616333,5.35987567901611,0,6.11279773712158,5.28908061981201,6.73632717132568,4.2347936630249,0,4.16935586929321,4.63367080688476,0,4.23951196670532,0,0,0,5.93606948852539,6.60505533218383,7.944993019104,5.54264450073242,7.21069622039794,5.50927114486694,5.489839553833
219,9.351002,13.769348,1,4.78330326080322,4.94522190093994,9.61710357666015,5.27905416488647,0,0,7.00737619400024,7.32428550720214,7.07521247863769,0,5.25819063186645,4.58875465393066,6.35211944580078,0,0,6.26923561096191,0,6.74918222427368,5.97927713394165,0,0,4.93892288208007,0,4.61941194534301,4.50857639312744,0,5.84209871292114,6.09356594085693,6.0483341217041,5.95101499557495,0,0,0,0,6.28997325897216,0,0,5.14779996871948,0,4.83906126022338,0,5.00076913833618,6.24182796478271,5.16166925430297,0,0,0,0,6.19521284103393,0,5.71710205078125,6.15349388122558,0,4.95350313186645,4.68482255935668,0,5.20852851867675,4.86637020111084,0,4.68205642700195,6.5587887763977,6.61473894119262,5.1474757194519,4.65165185928344,0,0,0,5.70175504684448,0,6.22741937637329,0,5.13421869277954,4.6957983970642,0,0,5.00275611877441,0,0,0,4.7405080795288,6.22192573547363,0,6.9968786239624,7.63941955566406,0,6.7909665107727,5.09940433502197,0
220,15.817315,7.0047708,0,0,0,9.86520671844482,5.24230480194091,0,0,6.20279550552368,7.18471097946167,6.74057626724243,0,5.31820201873779,0,5.99866008758544,0,0,6.17289447784423,0,7.22012281417846,5.0409607887268,0,0,0,0,4.78145837783813,4.89110136032104,0,4.95277786254882,6.11352491378784,4.96481752395629,0,0,0,0,0,6.36594915390014,0,0,6.09571599960327,5.24360942840576,5.09378862380981,0,0,6.23363018035888,5.37953567504882,0,0,0,0,4.88501834869384,0,4.78347587585449,6.05135154724121,0,0,0,0,0,0,0,4.73152494430542,0,6.10049200057983,0,0,0,0,0,5.38217449188232,0,6.26141929626464,0,0,0,0,0,4.86417245864868,0,0,0,5.83670568466186,0,4.96915388107299,7.23317193984985,7.55824613571167,5.13425731658935,6.92197561264038,5.41881132125854,4.99341964721679
221,15.068364,12.0861635,0,0,0,9.89618015289306,6.33929204940795,0,0,6.45849609375,6.46047925949096,7.28717994689941,0,6.52730321884155,0,6.3384199142456,0,0,6.23766899108886,0,6.81605720520019,6.71163415908813,5.29881858825683,0,5.1101369857788,0,0,0,0,0,6.49027061462402,0,0,0,0,0,0,6.47428798675537,0,0,5.65426874160766,0,6.34154415130615,0,0,0,5.04879713058471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08751106262207,0,0,0,0,0,0,5.52982759475708,0,0,0,0,0,7.03792762756347,7.87914228439331,5.66111087799072,7.01263809204101,5.72963237762451,0
222,9.930976,12.900153,1,4.85847663879394,0,9.71649932861328,6.04961109161376,0,5.23516607284545,7.12286472320556,7.35385608673095,7.23947381973266,5.02166748046875,4.89327764511108,0,6.75075960159301,0,0,6.48819828033447,0,6.67280292510986,5.23704624176025,0,0,0,0,0,0,0,5.22425127029418,6.49685955047607,6.31759119033813,0,0,0,0,0,5.83162879943847,0,0,0,4.86265230178833,5.87633991241455,0,0,6.69751834869384,6.00684738159179,0,0,0,4.76186370849609,5.90245199203491,0,0,5.95172977447509,0,4.67664670944213,0,0,5.2996335029602,0,0,0,5.05128049850463,6.14885425567626,0,0,0,0,0,5.0229902267456,0,6.38005399703979,4.52863645553588,4.91516065597534,0,0,0,0,0,0,4.63814783096313,0,0,0,6.8809494972229,7.70818948745727,5.20771837234497,6.88589477539062,5.16511917114257,4.55815172195434
223,-2.9559052,9.46343,1,4.81574773788452,0,9.18683433532714,5.91059970855712,0,0,7.3729224205017,7.52668952941894,6.62952375411987,0,5.56180095672607,4.58995389938354,6.9303765296936,0,0,6.82726049423217,0,6.96161079406738,6.55941677093505,5.12163829803466,0,5.6494288444519,0,5.00928592681884,4.68870258331298,4.66823434829711,6.04329395294189,6.38253355026245,5.86687803268432,5.9634199142456,4.58225059509277,4.63274574279785,4.76984214782714,4.7550458908081,5.8330602645874,0,0,4.47692775726318,4.87693881988525,5.72274351119995,0,5.86502313613891,6.66154909133911,5.6083436012268,0,4.64211988449096,0,0,6.34797239303588,0,5.86465167999267,6.30303192138671,0,5.83792066574096,0,4.71989393234252,4.82769346237182,5.65214347839355,0,0,6.47268009185791,7.0864028930664,5.81129169464111,4.81498479843139,0,0,4.4279499053955,5.93051481246948,0,6.9105429649353,4.45979404449462,6.18499183654785,4.95318698883056,0,0,5.03604555130004,4.46600770950317,5.00527620315551,0,0,5.96172714233398,0,6.41480064392089,7.50590848922729,4.70483303070068,6.86633491516113,4.6524920463562,5.10081195831298
224,0.712956,9.294673,1,5.09898805618286,4.06286907196044,9.3876028060913,5.8516149520874,4.06286907196044,5.0066065788269,6.7471809387207,6.61606359481811,7.08246564865112,4.246506690979,5.52664470672607,4.32968235015869,6.4691367149353,4.18005514144897,4.13143014907836,6.76461505889892,0,6.24895620346069,5.4673171043396,5.35770988464355,4.24149942398071,5.44111919403076,0,5.19651794433593,4.11470556259155,0,5.20707368850708,6.06321096420288,5.81079626083374,4.43824625015258,0,4.2306694984436,4.19120216369628,4.31247854232788,6.02431535720825,4.12552118301391,0,5.45718336105346,6.05575609207153,5.32823610305786,5.33684301376342,5.73449802398681,6.62139987945556,5.37436819076538,0,4.37043380737304,4.21785545349121,5.13610029220581,5.89324283599853,4.92066812515258,4.02957201004028,6.26271438598632,4.22506713867187,5.38167905807495,4.33890104293823,5.12361335754394,5.28915119171142,5.56176710128784,5.22440195083618,0,6.15505981445312,6.38098335266113,5.10178899765014,5.35631275177001,0,3.7130320072174,4.25784492492675,5.90358829498291,0,6.60849428176879,5.50007772445678,6.37692594528198,4.2965064048767,4.48614931106567,4.08411455154418,0,5.11047267913818,3.99049377441406,0,5.21401309967041,0,5.98287534713745,6.29910230636596,7.88038873672485,4.11462783813476,7.25716543197631,5.46451950073242,5.20953273773193
225,-0.32742995,3.3167286,1,4.83516311645507,0,9.68818378448486,5.79148817062377,0,4.33178901672363,6.78159475326538,6.71019792556762,6.94066047668457,0,5.51521110534668,4.6276159286499,6.1986379623413,4.06143617630004,3.54508757591247,6.34163427352905,3.49156355857849,6.63888692855835,5.58480024337768,4.76197814941406,3.12084507942199,5.08324003219604,0,4.66566371917724,4.31343650817871,0,5.63553762435913,6.046959400177,5.77197647094726,4.24849033355712,3.60825610160827,3.41499972343444,4.36436891555786,4.09813261032104,6.13623237609863,3.40093898773193,0,5.14739847183227,5.49704790115356,5.13659715652465,3.5139901638031,5.46045684814453,6.41159629821777,4.89346504211425,0,4.36938190460205,3.59583592414855,0,5.95816040039062,3.34756088256835,4.67893314361572,6.21405887603759,4.78475141525268,3.84588599205017,3.35364270210266,4.74270486831665,4.49609851837158,5.17970132827758,4.68029356002807,0,5.79721021652221,6.22082901000976,5.3242220878601,3.82222867012023,3.62040996551513,3.51169347763061,3.69123244285583,5.3891315460205,0,6.34966373443603,0,5.61022806167602,3.32730674743652,0,3.41528868675231,0,3.78758692741394,0,0,3.26040387153625,5.01237106323242,4.97853708267211,6.54625988006591,7.8631739616394,4.96324205398559,7.02467107772827,4.90524053573608,5.53201961517334
